item_id,title,description,category,content_type,created_date,duration_minutes,word_count,author,tags
386,Sample article about politics #386,This is a article about politics. Lorem ipsum dolor sit amet.,politics,article,2025-05-27,,4440,Author_16,"['tag_16', 'tag_2']"
387,Sample post about entertainment #387,This is a post about entertainment. Lorem ipsum dolor sit amet.,entertainment,post,2025-04-19,,,Author_6,['tag_8']
388,Sample post about travel #388,This is a post about travel. Lorem ipsum dolor sit amet.,travel,post,2025-03-03,,,Author_30,"['tag_3', 'tag_19', 'tag_4']"
389,Sample post about entertainment #389,This is a post about entertainment. Lorem ipsum dolor sit amet.,entertainment,post,2025-02-20,,,Author_5,"['tag_19', 'tag_2', 'tag_14']"
390,Sample article about entertainment #390,This is a article about entertainment. Lorem ipsum dolor sit amet.,entertainment,article,2025-04-13,,2238,Author_21,"['tag_11', 'tag_11']"
391,Sample video about food #391,This is a video about food. Lorem ipsum dolor sit amet.,food,video,2025-05-13,10,,Author_13,['tag_19']
392,Sample article about sports #392,This is a article about sports. Lorem ipsum dolor sit amet.,sports,article,2025-07-17,,1446,Author_29,"['tag_11', 'tag_14']"
393,Sample post about sports #393,This is a post about sports. Lorem ipsum dolor sit amet.,sports,post,2025-03-10,,,Author_50,['tag_15']
394,Sample video about politics #394,This is a video about politics. Lorem ipsum dolor sit amet.,politics,video,2025-04-27,110,,Author_8,['tag_6']
395,Sample post about politics #395,This is a post about politics. Lorem ipsum dolor sit amet.,politics,post,2024-09-18,,,Author_39,['tag_7']
396,Sample article about health #396,This is a article about health. Lorem ipsum dolor sit amet.,health,article,2025-07-25,,2133,Author_23,"['tag_17', 'tag_2']"
397,Sample video about politics #397,This is a video about politics. Lorem ipsum dolor sit amet.,politics,video,2025-06-12,4,,Author_26,"['tag_18', 'tag_18']"
398,Sample article about science #398,This is a article about science. Lorem ipsum dolor sit amet.,science,article,2025-01-16,,934,Author_9,['tag_1']
399,Sample article about technology #399,This is a article about technology. Lorem ipsum dolor sit amet.,technology,article,2025-07-05,,1723,Author_26,"['tag_3', 'tag_19']"
400,Sample article about politics #400,This is a article about politics. Lorem ipsum dolor sit amet.,politics,article,2025-08-29,,628,Author_13,"['tag_15', 'tag_5', 'tag_3']"
401,Sample article about health #401,This is a article about health. Lorem ipsum dolor sit amet.,health,article,2025-08-19,,3876,Author_4,['tag_19']
402,Sample post about travel #402,This is a post about travel. Lorem ipsum dolor sit amet.,travel,post,2025-02-19,,,Author_32,['tag_13']
403,Sample article about travel #403,This is a article about travel. Lorem ipsum dolor sit amet.,travel,article,2025-03-12,,1858,Author_12,"['tag_9', 'tag_15']"
404,Sample article about entertainment #404,This is a article about entertainment. Lorem ipsum dolor sit amet.,entertainment,article,2024-10-30,,2113,Author_42,"['tag_16', 'tag_14']"
405,Sample article about food #405,This is a article about food. Lorem ipsum dolor sit amet.,food,article,2025-07-27,,2391,Author_25,['tag_14']
406,Sample post about science #406,This is a post about science. Lorem ipsum dolor sit amet.,science,post,2024-12-14,,,Author_16,"['tag_18', 'tag_1', 'tag_13']"
407,Sample video about health #407,This is a video about health. Lorem ipsum dolor sit amet.,health,video,2024-12-05,101,,Author_32,"['tag_19', 'tag_17']"
408,Sample video about health #408,This is a video about health. Lorem ipsum dolor sit amet.,health,video,2025-04-24,24,,Author_2,"['tag_20', 'tag_8']"
409,Sample video about technology #409,This is a video about technology. Lorem ipsum dolor sit amet.,technology,video,2025-08-11,104,,Author_31,"['tag_12', 'tag_19', 'tag_8']"
410,Sample article about entertainment #410,This is a article about entertainment. Lorem ipsum dolor sit amet.,entertainment,article,2025-05-06,,2075,Author_18,"['tag_2', 'tag_8', 'tag_19']"
411,Sample video about travel #411,This is a video about travel. Lorem ipsum dolor sit amet.,travel,video,2025-06-13,23,,Author_16,"['tag_11', 'tag_12', 'tag_19']"
412,Sample post about technology #412,This is a post about technology. Lorem ipsum dolor sit amet.,technology,post,2024-09-16,,,Author_23,"['tag_19', 'tag_5', 'tag_19']"
413,Sample video about science #413,This is a video about science. Lorem ipsum dolor sit amet.,science,video,2024-12-06,40,,Author_12,"['tag_2', 'tag_3']"
414,Sample article about technology #414,This is a article about technology. Lorem ipsum dolor sit amet.,technology,article,2024-11-05,,1892,Author_2,"['tag_16', 'tag_1', 'tag_11']"
415,Sample article about science #415,This is a article about science. Lorem ipsum dolor sit amet.,science,article,2025-03-19,,1553,Author_21,['tag_1']
416,Sample post about entertainment #416,This is a post about entertainment. Lorem ipsum dolor sit amet.,entertainment,post,2024-09-14,,,Author_10,['tag_17']
417,Sample article about health #417,This is a article about health. Lorem ipsum dolor sit amet.,health,article,2025-03-02,,3340,Author_38,['tag_11']
418,Sample video about politics #418,This is a video about politics. Lorem ipsum dolor sit amet.,politics,video,2025-07-02,21,,Author_47,"['tag_16', 'tag_11']"
419,Sample post about entertainment #419,This is a post about entertainment. Lorem ipsum dolor sit amet.,entertainment,post,2024-11-26,,,Author_45,"['tag_12', 'tag_8', 'tag_19']"
420,Sample video about entertainment #420,This is a video about entertainment. Lorem ipsum dolor sit amet.,entertainment,video,2025-04-05,94,,Author_45,"['tag_5', 'tag_6']"
421,Sample post about technology #421,This is a post about technology. Lorem ipsum dolor sit amet.,technology,post,2024-11-20,,,Author_26,"['tag_2', 'tag_6', 'tag_20']"
422,Sample post about health #422,This is a post about health. Lorem ipsum dolor sit amet.,health,post,2025-05-19,,,Author_41,"['tag_4', 'tag_16', 'tag_5']"
423,Sample post about health #423,This is a post about health. Lorem ipsum dolor sit amet.,health,post,2025-08-01,,,Author_16,"['tag_11', 'tag_6']"
424,Sample post about sports #424,This is a post about sports. Lorem ipsum dolor sit amet.,sports,post,2024-10-01,,,Author_41,"['tag_11', 'tag_15', 'tag_1']"
425,Sample article about politics #425,This is a article about politics. Lorem ipsum dolor sit amet.,politics,article,2025-05-05,,655,Author_23,"['tag_4', 'tag_1']"
426,Sample video about technology #426,This is a video about technology. Lorem ipsum dolor sit amet.,technology,video,2025-01-28,94,,Author_27,['tag_14']
427,Sample video about food #427,This is a video about food. Lorem ipsum dolor sit amet.,food,video,2025-03-14,70,,Author_25,['tag_16']
428,Sample article about science #428,This is a article about science. Lorem ipsum dolor sit amet.,science,article,2025-01-21,,703,Author_3,"['tag_1', 'tag_11']"
429,Sample article about politics #429,This is a article about politics. Lorem ipsum dolor sit amet.,politics,article,2025-08-03,,2900,Author_11,"['tag_6', 'tag_3']"
430,Sample video about sports #430,This is a video about sports. Lorem ipsum dolor sit amet.,sports,video,2024-11-09,79,,Author_31,"['tag_1', 'tag_14', 'tag_6']"
431,Sample article about travel #431,This is a article about travel. Lorem ipsum dolor sit amet.,travel,article,2025-08-13,,929,Author_22,['tag_7']
432,Sample post about travel #432,This is a post about travel. Lorem ipsum dolor sit amet.,travel,post,2024-11-30,,,Author_47,"['tag_18', 'tag_9', 'tag_10']"
433,Sample article about politics #433,This is a article about politics. Lorem ipsum dolor sit amet.,politics,article,2025-07-22,,506,Author_26,"['tag_18', 'tag_16', 'tag_5']"
434,Sample video about technology #434,This is a video about technology. Lorem ipsum dolor sit amet.,technology,video,2025-09-08,55,,Author_6,"['tag_20', 'tag_16']"
435,Sample article about science #435,This is a article about science. Lorem ipsum dolor sit amet.,science,article,2025-08-27,,1795,Author_11,"['tag_10', 'tag_3', 'tag_16']"
436,Sample video about sports #436,This is a video about sports. Lorem ipsum dolor sit amet.,sports,video,2025-02-18,61,,Author_32,"['tag_9', 'tag_3', 'tag_18']"
437,Sample article about travel #437,This is a article about travel. Lorem ipsum dolor sit amet.,travel,article,2025-03-04,,3224,Author_24,['tag_15']
438,Sample video about technology #438,This is a video about technology. Lorem ipsum dolor sit amet.,technology,video,2025-01-27,60,,Author_17,['tag_9']
439,Sample article about technology #439,This is a article about technology. Lorem ipsum dolor sit amet.,technology,article,2024-09-18,,892,Author_6,"['tag_12', 'tag_18', 'tag_14']"
440,Sample post about science #440,This is a post about science. Lorem ipsum dolor sit amet.,science,post,2025-08-09,,,Author_25,"['tag_14', 'tag_18', 'tag_16']"
441,Sample video about science #441,This is a video about science. Lorem ipsum dolor sit amet.,science,video,2025-04-09,11,,Author_26,"['tag_2', 'tag_17', 'tag_19']"
442,Sample article about entertainment #442,This is a article about entertainment. Lorem ipsum dolor sit amet.,entertainment,article,2025-01-23,,1516,Author_11,['tag_7']
443,Sample article about entertainment #443,This is a article about entertainment. Lorem ipsum dolor sit amet.,entertainment,article,2025-02-05,,741,Author_44,"['tag_7', 'tag_5']"
444,Sample video about politics #444,This is a video about politics. Lorem ipsum dolor sit amet.,politics,video,2025-08-06,12,,Author_25,"['tag_13', 'tag_18', 'tag_11']"
445,Sample post about politics #445,This is a post about politics. Lorem ipsum dolor sit amet.,politics,post,2025-01-18,,,Author_1,"['tag_20', 'tag_19', 'tag_17']"
446,Sample article about travel #446,This is a article about travel. Lorem ipsum dolor sit amet.,travel,article,2025-02-09,,1325,Author_10,"['tag_19', 'tag_19', 'tag_4']"
447,Sample post about sports #447,This is a post about sports. Lorem ipsum dolor sit amet.,sports,post,2025-07-20,,,Author_19,"['tag_12', 'tag_14', 'tag_9']"
448,Sample post about travel #448,This is a post about travel. Lorem ipsum dolor sit amet.,travel,post,2025-01-04,,,Author_37,"['tag_16', 'tag_2', 'tag_6']"
449,Sample video about politics #449,This is a video about politics. Lorem ipsum dolor sit amet.,politics,video,2025-06-28,80,,Author_39,"['tag_13', 'tag_2', 'tag_13']"
450,Sample post about health #450,This is a post about health. Lorem ipsum dolor sit amet.,health,post,2025-05-11,,,Author_4,"['tag_16', 'tag_9', 'tag_12']"
451,Sample video about technology #451,This is a video about technology. Lorem ipsum dolor sit amet.,technology,video,2025-04-07,40,,Author_18,"['tag_4', 'tag_8']"
452,Sample video about entertainment #452,This is a video about entertainment. Lorem ipsum dolor sit amet.,entertainment,video,2025-01-26,100,,Author_21,"['tag_14', 'tag_20']"
453,Sample article about sports #453,This is a article about sports. Lorem ipsum dolor sit amet.,sports,article,2025-01-26,,1831,Author_27,"['tag_16', 'tag_17', 'tag_12']"
454,Sample post about technology #454,This is a post about technology. Lorem ipsum dolor sit amet.,technology,post,2025-06-20,,,Author_5,"['tag_17', 'tag_13']"
455,Sample post about entertainment #455,This is a post about entertainment. Lorem ipsum dolor sit amet.,entertainment,post,2024-11-22,,,Author_2,['tag_7']
456,Sample article about science #456,This is a article about science. Lorem ipsum dolor sit amet.,science,article,2025-05-05,,370,Author_30,['tag_12']
457,Sample video about science #457,This is a video about science. Lorem ipsum dolor sit amet.,science,video,2025-03-05,106,,Author_30,"['tag_13', 'tag_4', 'tag_1']"
458,Sample video about science #458,This is a video about science. Lorem ipsum dolor sit amet.,science,video,2025-01-02,77,,Author_29,['tag_16']
459,Sample video about health #459,This is a video about health. Lorem ipsum dolor sit amet.,health,video,2025-06-18,108,,Author_17,"['tag_3', 'tag_10', 'tag_1']"
460,Sample article about travel #460,This is a article about travel. Lorem ipsum dolor sit amet.,travel,article,2025-06-18,,4787,Author_50,['tag_8']
461,Sample post about science #461,This is a post about science. Lorem ipsum dolor sit amet.,science,post,2025-05-27,,,Author_18,"['tag_14', 'tag_17', 'tag_1']"
462,Sample video about technology #462,This is a video about technology. Lorem ipsum dolor sit amet.,technology,video,2025-07-04,83,,Author_12,"['tag_1', 'tag_8', 'tag_9']"
463,Sample post about politics #463,This is a post about politics. Lorem ipsum dolor sit amet.,politics,post,2024-09-11,,,Author_42,"['tag_14', 'tag_13']"
464,Sample video about health #464,This is a video about health. Lorem ipsum dolor sit amet.,health,video,2025-05-03,28,,Author_30,"['tag_17', 'tag_20']"
465,Sample post about travel #465,This is a post about travel. Lorem ipsum dolor sit amet.,travel,post,2025-07-19,,,Author_1,"['tag_12', 'tag_18', 'tag_20']"
466,Sample video about politics #466,This is a video about politics. Lorem ipsum dolor sit amet.,politics,video,2024-09-24,14,,Author_31,['tag_11']
467,Sample post about politics #467,This is a post about politics. Lorem ipsum dolor sit amet.,politics,post,2025-03-27,,,Author_18,"['tag_10', 'tag_7']"
468,Sample post about entertainment #468,This is a post about entertainment. Lorem ipsum dolor sit amet.,entertainment,post,2025-05-09,,,Author_4,"['tag_13', 'tag_11', 'tag_5']"
469,Sample post about technology #469,This is a post about technology. Lorem ipsum dolor sit amet.,technology,post,2024-12-29,,,Author_19,"['tag_14', 'tag_13']"
470,Sample post about travel #470,This is a post about travel. Lorem ipsum dolor sit amet.,travel,post,2025-08-22,,,Author_38,"['tag_19', 'tag_7', 'tag_11']"
471,Sample post about science #471,This is a post about science. Lorem ipsum dolor sit amet.,science,post,2024-12-10,,,Author_41,"['tag_12', 'tag_17']"
472,Sample article about politics #472,This is a article about politics. Lorem ipsum dolor sit amet.,politics,article,2024-10-08,,4673,Author_12,"['tag_4', 'tag_16']"
473,Sample post about entertainment #473,This is a post about entertainment. Lorem ipsum dolor sit amet.,entertainment,post,2025-04-30,,,Author_47,"['tag_6', 'tag_11', 'tag_3']"
474,Sample video about science #474,This is a video about science. Lorem ipsum dolor sit amet.,science,video,2025-05-18,96,,Author_20,"['tag_11', 'tag_12']"
475,Sample post about politics #475,This is a post about politics. Lorem ipsum dolor sit amet.,politics,post,2025-04-12,,,Author_30,['tag_16']
476,Sample post about technology #476,This is a post about technology. Lorem ipsum dolor sit amet.,technology,post,2024-11-15,,,Author_38,"['tag_3', 'tag_16', 'tag_7']"
477,Sample post about sports #477,This is a post about sports. Lorem ipsum dolor sit amet.,sports,post,2025-02-26,,,Author_34,"['tag_14', 'tag_2']"
478,Sample article about entertainment #478,This is a article about entertainment. Lorem ipsum dolor sit amet.,entertainment,article,2025-05-30,,2907,Author_27,"['tag_15', 'tag_5', 'tag_11']"
479,Sample article about entertainment #479,This is a article about entertainment. Lorem ipsum dolor sit amet.,entertainment,article,2025-01-03,,2824,Author_41,['tag_11']
480,Sample article about technology #480,This is a article about technology. Lorem ipsum dolor sit amet.,technology,article,2025-01-21,,2340,Author_14,['tag_19']
481,Sample video about entertainment #481,This is a video about entertainment. Lorem ipsum dolor sit amet.,entertainment,video,2025-07-26,17,,Author_40,"['tag_14', 'tag_13']"
482,Sample video about travel #482,This is a video about travel. Lorem ipsum dolor sit amet.,travel,video,2025-02-25,1,,Author_3,"['tag_7', 'tag_12', 'tag_1']"
483,Sample post about health #483,This is a post about health. Lorem ipsum dolor sit amet.,health,post,2025-06-04,,,Author_2,"['tag_1', 'tag_8', 'tag_8']"
484,Sample video about health #484,This is a video about health. Lorem ipsum dolor sit amet.,health,video,2025-07-05,14,,Author_25,"['tag_19', 'tag_10', 'tag_6']"
485,Sample article about sports #485,This is a article about sports. Lorem ipsum dolor sit amet.,sports,article,2025-04-10,,2482,Author_30,"['tag_17', 'tag_20', 'tag_17']"
486,Sample video about health #486,This is a video about health. Lorem ipsum dolor sit amet.,health,video,2024-09-23,18,,Author_22,"['tag_12', 'tag_7']"
487,Sample video about entertainment #487,This is a video about entertainment. Lorem ipsum dolor sit amet.,entertainment,video,2025-08-31,30,,Author_15,"['tag_5', 'tag_7', 'tag_1']"
488,Sample article about entertainment #488,This is a article about entertainment. Lorem ipsum dolor sit amet.,entertainment,article,2025-03-06,,406,Author_25,"['tag_9', 'tag_18', 'tag_20']"
489,Sample post about technology #489,This is a post about technology. Lorem ipsum dolor sit amet.,technology,post,2025-08-16,,,Author_43,['tag_1']
490,Sample post about technology #490,This is a post about technology. Lorem ipsum dolor sit amet.,technology,post,2025-07-12,,,Author_27,"['tag_13', 'tag_4']"
491,Sample video about politics #491,This is a video about politics. Lorem ipsum dolor sit amet.,politics,video,2024-09-15,20,,Author_14,"['tag_1', 'tag_10', 'tag_14']"
492,Sample post about sports #492,This is a post about sports. Lorem ipsum dolor sit amet.,sports,post,2024-12-17,,,Author_18,"['tag_20', 'tag_5', 'tag_14']"
493,Sample post about sports #493,This is a post about sports. Lorem ipsum dolor sit amet.,sports,post,2024-10-28,,,Author_8,"['tag_4', 'tag_4']"
494,Sample article about food #494,This is a article about food. Lorem ipsum dolor sit amet.,food,article,2024-11-02,,1736,Author_50,"['tag_17', 'tag_7']"
495,Sample post about health #495,This is a post about health. Lorem ipsum dolor sit amet.,health,post,2025-02-12,,,Author_19,['tag_2']
496,Sample article about food #496,This is a article about food. Lorem ipsum dolor sit amet.,food,article,2024-09-22,,4037,Author_22,['tag_1']
497,Sample post about technology #497,This is a post about technology. Lorem ipsum dolor sit amet.,technology,post,2025-07-26,,,Author_8,"['tag_16', 'tag_5', 'tag_3']"
498,Sample post about sports #498,This is a post about sports. Lorem ipsum dolor sit amet.,sports,post,2025-07-20,,,Author_17,"['tag_8', 'tag_15', 'tag_10']"
499,Sample video about politics #499,This is a video about politics. Lorem ipsum dolor sit amet.,politics,video,2025-08-15,13,,Author_12,['tag_10']
